Nodes,Edges,Graph Type,MST Weight,Prim Time (s),Kruskal Time (s)
228,8670,tree + 20% edges,267.5,0.057083845138549805,0.0478818416595459
228,11808,tree + 30% edges,213.0,0.05901002883911133,0.05797219276428223
228,14332,tree + 40% edges,182.5,0.06815624237060547,0.07396841049194336
228,16441,tree + 50% edges,197.5,0.062102556228637695,0.08038735389709473
228,18119,tree + 60% edges,187.0,0.06818318367004395,0.14728665351867676
228,19562,tree + 70% edges,190.0,0.07310152053833008,0.0921781063079834
228,20696,tree + 80% edges,166.0,0.06663918495178223,0.09635806083679199
228,21634,tree + 90% edges,184.5,0.07530879974365234,0.10639715194702148
299,44551,complete,1298,0.1365492343902588,0.3198518753051758
299,298,tree,1298,0.0876607894897461,0.1294405460357666
299,8282,tree + 10% edges,410.0,0.07354259490966797,0.046102046966552734
299,14889,tree + 20% edges,271.5,0.08094906806945801,0.08365511894226074
299,20298,tree + 30% edges,228.5,0.09252238273620605,0.08123898506164551
299,24718,tree + 40% edges,213.0,0.105010986328125,0.1360487937927246
299,28258,tree + 50% edges,201.0,0.08901453018188477,0.10937690734863281
299,31227,tree + 60% edges,187.5,0.08796095848083496,0.12006831169128418
299,33743,tree + 70% edges,212.0,0.09572362899780273,0.1404867172241211
299,35572,tree + 80% edges,198.5,0.11843657493591309,0.208298921585083
299,37235,tree + 90% edges,205.5,0.1222224235534668,0.17061352729797363
270,36315,complete,1193,0.10933756828308105,0.2107081413269043
270,269,tree,1193,0.09869837760925293,0.08335542678833008
270,6815,tree + 10% edges,373.5,0.053997039794921875,0.031816959381103516
270,12155,tree + 20% edges,282.0,0.05977344512939453,0.05559730529785156
270,16550,tree + 30% edges,238.5,0.09415507316589355,0.06808710098266602
270,20117,tree + 40% edges,214.0,0.06795692443847656,0.08538603782653809
270,23197,tree + 50% edges,200.5,0.10651922225952148,0.09176445007324219
270,25521,tree + 60% edges,183.5,0.08106064796447754,0.10569882392883301
270,27423,tree + 70% edges,209.0,0.09567785263061523,0.11815905570983887
270,29011,tree + 80% edges,195.0,0.07414650917053223,0.12447977066040039
270,30388,tree + 90% edges,211.5,0.07802271842956543,0.1205434799194336
210,21945,complete,1062,0.06062054634094238,0.13338828086853027
210,209,tree,1062,0.03717827796936035,0.05133771896362305
210,4152,tree + 10% edges,375.0,0.041403770446777344,0.028133392333984375
210,7385,tree + 20% edges,258.0,0.06851339340209961,0.033052682876586914
210,10048,tree + 30% edges,226.5,0.039155006408691406,0.03970527648925781
210,12221,tree + 40% edges,184.5,0.03980517387390137,0.04702019691467285
210,13988,tree + 50% edges,186.5,0.041808128356933594,0.06194567680358887
210,15478,tree + 60% edges,189.0,0.06866073608398438,0.05729103088378906
210,16568,tree + 70% edges,174.5,0.042383670806884766,0.06323814392089844
210,17531,tree + 80% edges,170.5,0.041750431060791016,0.06390500068664551
210,18308,tree + 90% edges,181.5,0.05790853500366211,0.07658100128173828
266,35245,complete,1270,0.09846711158752441,0.24621963500976562
266,265,tree,1270,0.06534171104431152,0.08549714088439941
266,6563,tree + 10% edges,378.0,0.05933332443237305,0.03763985633850098
266,11862,tree + 20% edges,290.0,0.08579516410827637,0.051117897033691406
266,16112,tree + 30% edges,218.5,0.061739206314086914,0.06473207473754883
266,19546,tree + 40% edges,214.0,0.06172466278076172,0.09029316902160645
266,22348,tree + 50% edges,205.0,0.08472609519958496,0.08832550048828125
266,24687,tree + 60% edges,204.5,0.08277249336242676,0.1040337085723877
266,26720,tree + 70% edges,200.0,0.07127857208251953,0.10070919990539551
266,28209,tree + 80% edges,193.5,0.07715344429016113,0.10765194892883301
266,29493,tree + 90% edges,198.5,0.07830548286437988,0.13294577598571777
279,38781,complete,1230,0.12910890579223633,0.2253415584564209
279,278,tree,1230,0.07977724075317383,0.0936729907989502
279,7251,tree + 10% edges,408.0,0.06801509857177734,0.04281926155090332
279,12929,tree + 20% edges,274.0,0.07545208930969238,0.06781268119812012
279,17600,tree + 30% edges,232.5,0.0681161880493164,0.06988716125488281
279,21544,tree + 40% edges,212.5,0.07488632202148438,0.12207555770874023
279,24562,tree + 50% edges,210.5,0.08411478996276855,0.09616303443908691
279,27181,tree + 60% edges,195.5,0.08112478256225586,0.1416027545928955
279,29326,tree + 70% edges,205.5,0.08228421211242676,0.11484813690185547
279,31058,tree + 80% edges,201.0,0.09116005897521973,0.1584310531616211
279,32338,tree + 90% edges,198.0,0.07975363731384277,0.13025164604187012
237,27966,complete,1174,0.07448172569274902,0.16534185409545898
237,236,tree,1174,0.04854631423950195,0.06506657600402832
237,5267,tree + 10% edges,372.5,0.04966568946838379,0.02924180030822754
237,9415,tree + 20% edges,279.0,0.045520782470703125,0.03882956504821777
237,12731,tree + 30% edges,220.5,0.05874824523925781,0.08158135414123535
237,15517,tree + 40% edges,194.5,0.05243825912475586,0.06543326377868652
237,17721,tree + 50% edges,189.0,0.053038597106933594,0.07051825523376465
237,19631,tree + 60% edges,173.5,0.09868669509887695,0.08720898628234863
237,21179,tree + 70% edges,178.5,0.06317591667175293,0.08025813102722168
237,22472,tree + 80% edges,181.0,0.05909609794616699,0.11620950698852539
237,23357,tree + 90% edges,188.5,0.05564117431640625,0.08629655838012695
256,32640,complete,1235,0.08555197715759277,0.22625946998596191
256,255,tree,1235,0.06110501289367676,0.07853817939758301
256,6122,tree + 10% edges,375.0,0.04935336112976074,0.04403948783874512
256,10968,tree + 20% edges,272.5,0.06415486335754395,0.04619622230529785
256,14859,tree + 30% edges,223.0,0.05465126037597656,0.05858111381530762
256,18090,tree + 40% edges,221.5,0.06300973892211914,0.1047818660736084
256,20744,tree + 50% edges,213.5,0.07772707939147949,0.08278727531433105
256,22877,tree + 60% edges,195.0,0.0616450309753418,0.0914609432220459
256,24644,tree + 70% edges,178.5,0.0693206787109375,0.09564352035522461
256,26050,tree + 80% edges,185.0,0.0668175220489502,0.10489416122436523
256,27322,tree + 90% edges,187.0,0.06635928153991699,0.10196280479431152
201,20100,complete,1084,0.06709599494934082,0.15501046180725098
201,200,tree,1084,0.03467392921447754,0.047302961349487305
201,3790,tree + 10% edges,370.0,0.03061819076538086,0.020705699920654297
201,6797,tree + 20% edges,266.0,0.032936811447143555,0.03321433067321777
201,9171,tree + 30% edges,200.0,0.045598745346069336,0.052535295486450195
201,11068,tree + 40% edges,194.5,0.0370936393737793,0.04845929145812988
201,12794,tree + 50% edges,186.5,0.03717374801635742,0.05115795135498047
201,14077,tree + 60% edges,166.5,0.037893056869506836,0.05160808563232422
201,15201,tree + 70% edges,173.0,0.06662368774414062,0.05764198303222656
201,16122,tree + 80% edges,176.0,0.044600725173950195,0.06129717826843262
201,16811,tree + 90% edges,181.5,0.049749135971069336,0.06250476837158203
208,21528,complete,1095,0.1027374267578125,0.12733221054077148
208,207,tree,1095,0.04076695442199707,0.048867225646972656
208,4075,tree + 10% edges,357.0,0.03542065620422363,0.02198505401611328
208,7269,tree + 20% edges,227.0,0.04543137550354004,0.0614013671875
208,9828,tree + 30% edges,208.0,0.03754734992980957,0.04089999198913574
208,11970,tree + 40% edges,199.5,0.039289236068725586,0.0491940975189209
208,13728,tree + 50% edges,169.5,0.04099559783935547,0.053353309631347656
208,15115,tree + 60% edges,195.0,0.0480959415435791,0.0803992748260498
208,16283,tree + 70% edges,169.0,0.04442191123962402,0.06616520881652832
208,17167,tree + 80% edges,172.0,0.043631553649902344,0.06637883186340332
208,18043,tree + 90% edges,169.0,0.045107364654541016,0.07004570960998535
274,37401,complete,1157,0.09844779968261719,0.22168660163879395
274,273,tree,1157,0.06438779830932617,0.08997631072998047
274,7016,tree + 10% edges,360.5,0.1019740104675293,0.0359492301940918
274,12542,tree + 20% edges,243.0,0.06781697273254395,0.06035017967224121
274,17082,tree + 30% edges,226.0,0.0658872127532959,0.09161925315856934
274,20799,tree + 40% edges,224.5,0.09170889854431152,0.08634662628173828
274,23754,tree + 50% edges,191.0,0.07483410835266113,0.1276264190673828
274,26187,tree + 60% edges,197.0,0.07517862319946289,0.10586190223693848
274,28330,tree + 70% edges,192.0,0.07807064056396484,0.16007041931152344
274,29848,tree + 80% edges,173.5,0.09127497673034668,0.1097557544708252
274,31203,tree + 90% edges,206.5,0.09761476516723633,0.12764286994934082
248,30628,complete,1115,0.076080322265625,0.18015646934509277
248,247,tree,1115,0.06252694129943848,0.07051968574523926
248,5721,tree + 10% edges,410.0,0.04447150230407715,0.027770042419433594
248,10322,tree + 20% edges,269.0,0.05157661437988281,0.04550051689147949
248,13909,tree + 30% edges,243.0,0.052787065505981445,0.05461406707763672
248,16953,tree + 40% edges,206.0,0.05425548553466797,0.07447695732116699
248,19444,tree + 50% edges,212.5,0.06130051612854004,0.08601665496826172
248,21425,tree + 60% edges,190.5,0.06000804901123047,0.1070716381072998
248,23082,tree + 70% edges,180.0,0.13501310348510742,0.10992813110351562
248,24436,tree + 80% edges,201.0,0.06301546096801758,0.09743356704711914
248,25632,tree + 90% edges,185.5,0.08871960639953613,0.10668754577636719
223,24753,complete,1121,0.08763599395751953,0.2061159610748291
223,222,tree,1121,0.04625439643859863,0.0547182559967041
223,4652,tree + 10% edges,377.5,0.03880906105041504,0.022863149642944336
223,8316,tree + 20% edges,249.5,0.03910207748413086,0.03645968437194824
223,11306,tree + 30% edges,188.0,0.04190659523010254,0.09006071090698242
223,13663,tree + 40% edges,212.5,0.043381690979003906,0.052846670150756836
223,15805,tree + 50% edges,182.5,0.05208182334899902,0.05489063262939453
223,17322,tree + 60% edges,186.0,0.044562578201293945,0.07711482048034668
223,18654,tree + 70% edges,161.0,0.06468319892883301,0.06896495819091797
223,19817,tree + 80% edges,199.0,0.048667192459106445,0.07756662368774414
223,20697,tree + 90% edges,190.5,0.052210330963134766,0.10576057434082031
203,20503,complete,985,0.05562114715576172,0.11199140548706055
203,202,tree,985,0.03586935997009277,0.04715108871459961
203,3887,tree + 10% edges,377.5,0.03301668167114258,0.01795673370361328
203,6911,tree + 20% edges,244.0,0.03504347801208496,0.027699947357177734
203,9361,tree + 30% edges,218.0,0.0339658260345459,0.03654193878173828
203,11356,tree + 40% edges,200.5,0.036505699157714844,0.04332423210144043
203,13073,tree + 50% edges,181.5,0.03943634033203125,0.048509836196899414
203,14431,tree + 60% edges,182.5,0.03917098045349121,0.05242109298706055
203,15490,tree + 70% edges,170.5,0.04286646842956543,0.06299614906311035
203,16403,tree + 80% edges,166.5,0.06895041465759277,0.07340312004089355
203,17162,tree + 90% edges,188.0,0.04158163070678711,0.06672883033752441
234,27261,complete,1178,0.06908297538757324,0.19906377792358398
234,233,tree,1178,0.045239925384521484,0.0617976188659668
234,5144,tree + 10% edges,339.0,0.04017281532287598,0.024754047393798828
234,9114,tree + 20% edges,275.0,0.0444483757019043,0.03773045539855957
234,12493,tree + 30% edges,214.0,0.09030795097351074,0.05517244338989258
234,15115,tree + 40% edges,198.5,0.05158805847167969,0.057866811752319336
234,17308,tree + 50% edges,205.0,0.04691314697265625,0.06555652618408203
234,19177,tree + 60% edges,179.0,0.10579705238342285,0.06991147994995117
234,20586,tree + 70% edges,169.0,0.0558319091796875,0.07723617553710938
234,21732,tree + 80% edges,190.0,0.05235862731933594,0.12065362930297852
234,22819,tree + 90% edges,185.5,0.0599977970123291,0.08550214767456055
204,20706,complete,1071,0.051329851150512695,0.12842082977294922
204,203,tree,1071,0.04621529579162598,0.05147409439086914
204,3932,tree + 10% edges,371.5,0.03596949577331543,0.020931005477905273
204,6996,tree + 20% edges,250.5,0.036165475845336914,0.035425424575805664
204,9391,tree + 30% edges,208.0,0.041506052017211914,0.04446578025817871
204,11522,tree + 40% edges,199.5,0.04829001426696777,0.06594395637512207
204,13198,tree + 50% edges,162.0,0.061937808990478516,0.06705737113952637
204,14427,tree + 60% edges,168.0,0.048363447189331055,0.0662393569946289
204,15675,tree + 70% edges,175.0,0.041982173919677734,0.06006193161010742
204,16545,tree + 80% edges,179.5,0.04217648506164551,0.09731507301330566
204,17336,tree + 90% edges,185.5,0.05775928497314453,0.06867575645446777
200,19900,complete,1067,0.05252552032470703,0.1115109920501709
200,199,tree,1067,0.07622599601745605,0.056352853775024414
200,3783,tree + 10% edges,389.5,0.0285794734954834,0.017329931259155273
200,6652,tree + 20% edges,265.0,0.03105950355529785,0.028885602951049805
200,9049,tree + 30% edges,218.0,0.033280134201049805,0.0373995304107666
200,11058,tree + 40% edges,187.0,0.037363529205322266,0.0439600944519043
200,12627,tree + 50% edges,183.0,0.05908632278442383,0.07352876663208008
200,14030,tree + 60% edges,170.0,0.042485952377319336,0.05752229690551758
200,15095,tree + 70% edges,160.0,0.04187822341918945,0.06643199920654297
200,15907,tree + 80% edges,171.0,0.053221702575683594,0.07094430923461914
200,16612,tree + 90% edges,173.5,0.03818321228027344,0.057430267333984375
252,31626,complete,1185,0.09260916709899902,0.23879456520080566
252,251,tree,1185,0.08633017539978027,0.0979156494140625
252,5965,tree + 10% edges,350.5,0.06757903099060059,0.03684234619140625
252,10645,tree + 20% edges,268.0,0.0616610050201416,0.04644155502319336
252,14461,tree + 30% edges,216.0,0.05747532844543457,0.06357860565185547
252,17621,tree + 40% edges,202.5,0.059771060943603516,0.0723111629486084
252,20171,tree + 50% edges,187.5,0.0675053596496582,0.08316564559936523
252,22158,tree + 60% edges,194.5,0.061081647872924805,0.08580398559570312
252,23932,tree + 70% edges,190.0,0.061406850814819336,0.09179377555847168
252,25388,tree + 80% edges,196.5,0.07307672500610352,0.12751007080078125
252,26389,tree + 90% edges,185.5,0.06244969367980957,0.11143970489501953
252,31626,complete,1191,0.15281963348388672,0.19525766372680664
252,251,tree,1191,0.053275108337402344,0.1191251277923584
252,5921,tree + 10% edges,368.5,0.048064231872558594,0.031267404556274414
252,10627,tree + 20% edges,273.5,0.05715465545654297,0.04452657699584961
252,14348,tree + 30% edges,233.5,0.054049015045166016,0.06756901741027832
252,17552,tree + 40% edges,207.5,0.08354806900024414,0.07274889945983887
252,20055,tree + 50% edges,190.0,0.056764841079711914,0.07779860496520996
252,22211,tree + 60% edges,195.0,0.06667518615722656,0.1167604923248291
252,23884,tree + 70% edges,183.0,0.06175661087036133,0.09607791900634766
252,25195,tree + 80% edges,194.0,0.06642723083496094,0.14173603057861328
252,26432,tree + 90% edges,190.0,0.07041096687316895,0.11924028396606445
265,34980,complete,1139,0.10281133651733398,0.19578075408935547
265,264,tree,1139,0.059844255447387695,0.08126235008239746
265,6528,tree + 10% edges,395.0,0.04834556579589844,0.03066277503967285
265,11663,tree + 20% edges,268.0,0.05757880210876465,0.05628776550292969
265,15854,tree + 30% edges,240.0,0.10792398452758789,0.0692291259765625
265,19477,tree + 40% edges,223.5,0.07288479804992676,0.08724474906921387
265,22235,tree + 50% edges,188.5,0.09854936599731445,0.1352081298828125
265,24404,tree + 60% edges,193.0,0.08599853515625,0.11078572273254395
265,26442,tree + 70% edges,208.0,0.12073779106140137,0.10353207588195801
265,27834,tree + 80% edges,202.0,0.07294964790344238,0.11878752708435059
265,29237,tree + 90% edges,193.0,0.08789300918579102,0.12091517448425293
232,26796,complete,1094,0.07121038436889648,0.197983980178833
232,231,tree,1094,0.04274749755859375,0.0647895336151123
232,5067,tree + 10% edges,374.5,0.040566444396972656,0.02371072769165039
232,8939,tree + 20% edges,259.0,0.042975425720214844,0.04303121566772461
232,12235,tree + 30% edges,218.0,0.06068754196166992,0.056963443756103516
232,14966,tree + 40% edges,192.0,0.046274423599243164,0.055762529373168945
232,17053,tree + 50% edges,194.0,0.04783177375793457,0.0616452693939209
232,18756,tree + 60% edges,171.5,0.05038022994995117,0.07199573516845703
232,20317,tree + 70% edges,200.0,0.0525820255279541,0.10566353797912598
232,21472,tree + 80% edges,166.0,0.06500840187072754,0.09079504013061523
232,22391,tree + 90% edges,186.0,0.061888694763183594,0.09797334671020508
226,25425,complete,1156,0.06830525398254395,0.14207887649536133
226,225,tree,1156,0.0410158634185791,0.056130170822143555
226,4815,tree + 10% edges,354.0,0.05093955993652344,0.027078866958618164
226,8474,tree + 20% edges,259.0,0.04140758514404297,0.03452730178833008
226,11597,tree + 30% edges,215.5,0.04452800750732422,0.0451807975769043
226,14210,tree + 40% edges,187.0,0.044657230377197266,0.05174970626831055
226,16202,tree + 50% edges,185.0,0.053424835205078125,0.08530759811401367
226,17886,tree + 60% edges,185.0,0.04698514938354492,0.06918764114379883
226,19179,tree + 70% edges,183.0,0.04741787910461426,0.06862282752990723
226,20356,tree + 80% edges,188.0,0.08432149887084961,0.07477474212646484
226,21243,tree + 90% edges,177.5,0.04896712303161621,0.08092331886291504
257,32896,complete,1238,0.08583188056945801,0.21383333206176758
257,256,tree,1238,0.052889108657836914,0.07264399528503418
257,6181,tree + 10% edges,390.0,0.046317338943481445,0.0377347469329834
257,10987,tree + 20% edges,241.5,0.0910792350769043,0.053066253662109375
257,15024,tree + 30% edges,217.5,0.055837154388427734,0.05682635307312012
257,18190,tree + 40% edges,208.5,0.05618000030517578,0.06850385665893555
257,20941,tree + 50% edges,185.0,0.0605924129486084,0.08079648017883301
257,23082,tree + 60% edges,181.5,0.06023693084716797,0.09017038345336914
257,24759,tree + 70% edges,188.5,0.06731009483337402,0.0935676097869873
257,26294,tree + 80% edges,201.5,0.0683746337890625,0.13209199905395508
257,27434,tree + 90% edges,197.5,0.06930971145629883,0.10088896751403809
219,23871,complete,1057,0.058367013931274414,0.1669144630432129
219,218,tree,1057,0.0403594970703125,0.05289888381958008
219,4505,tree + 10% edges,352.0,0.03580927848815918,0.021093130111694336
219,7993,tree + 20% edges,267.5,0.03775763511657715,0.04494738578796387
219,10940,tree + 30% edges,207.5,0.06279611587524414,0.042032718658447266
219,13231,tree + 40% edges,220.5,0.04203200340270996,0.05373024940490723
219,15213,tree + 50% edges,186.5,0.04705476760864258,0.05654263496398926
219,16675,tree + 60% edges,175.0,0.05798983573913574,0.07348775863647461
219,18011,tree + 70% edges,173.5,0.04471993446350098,0.06436705589294434
219,19077,tree + 80% edges,190.5,0.04675602912902832,0.06749439239501953
219,20078,tree + 90% edges,188.5,0.04763674736022949,0.09174847602844238
229,26106,complete,1149,0.06739592552185059,0.14811015129089355
229,228,tree,1149,0.05211782455444336,0.08457517623901367
229,4929,tree + 10% edges,399.0,0.048493385314941406,0.030399799346923828
229,8775,tree + 20% edges,257.5,0.04145026206970215,0.05728626251220703
229,11895,tree + 30% edges,195.5,0.058450937271118164,0.0444948673248291
229,14502,tree + 40% edges,206.5,0.04522299766540527,0.05460214614868164
229,16565,tree + 50% edges,187.0,0.04605507850646973,0.05843853950500488
229,18326,tree + 60% edges,182.0,0.04705452919006348,0.06714510917663574
229,19711,tree + 70% edges,185.5,0.05195498466491699,0.0760660171508789
229,20874,tree + 80% edges,193.0,0.05405616760253906,0.09224581718444824
229,21778,tree + 90% edges,193.5,0.06339025497436523,0.07980608940124512
270,36315,complete,1211,0.12778496742248535,0.27486181259155273
270,269,tree,1211,0.0603485107421875,0.08085155487060547
270,6811,tree + 10% edges,370.0,0.08386540412902832,0.03641366958618164
270,12153,tree + 20% edges,276.5,0.05916428565979004,0.049069881439208984
270,16508,tree + 30% edges,215.5,0.06132769584655762,0.06351017951965332
270,20084,tree + 40% edges,214.5,0.08565092086791992,0.0808713436126709
270,23052,tree + 50% edges,201.0,0.06662750244140625,0.08687663078308105
270,25430,tree + 60% edges,188.0,0.06715273857116699,0.12845587730407715
270,27519,tree + 70% edges,199.5,0.07149195671081543,0.09920883178710938
270,29029,tree + 80% edges,196.0,0.07227206230163574,0.13135170936584473
270,30367,tree + 90% edges,197.0,0.07245254516601562,0.1184234619140625
200,19900,complete,1070,0.05012869834899902,0.12178754806518555
200,199,tree,1070,0.03934645652770996,0.04489588737487793
200,3786,tree + 10% edges,351.0,0.029940128326416016,0.018586397171020508
200,6724,tree + 20% edges,240.0,0.03137040138244629,0.02743053436279297
200,9051,tree + 30% edges,209.0,0.03340339660644531,0.03552985191345215
200,10934,tree + 40% edges,194.0,0.03527188301086426,0.04132223129272461
200,12602,tree + 50% edges,182.5,0.038121700286865234,0.04478740692138672
200,13943,tree + 60% edges,176.0,0.05056595802307129,0.0816507339477539
200,15043,tree + 70% edges,180.0,0.0408778190612793,0.05781674385070801
200,15923,tree + 80% edges,176.0,0.03914833068847656,0.05647778511047363
200,16709,tree + 90% edges,167.0,0.03946685791015625,0.07477211952209473
206,21115,complete,1047,0.07230305671691895,0.11816024780273438
206,205,tree,1047,0.037560224533081055,0.047661781311035156
206,3999,tree + 10% edges,356.0,0.031067848205566406,0.024780750274658203
206,7111,tree + 20% edges,257.5,0.05683279037475586,0.029404163360595703
206,9654,tree + 30% edges,208.0,0.035587310791015625,0.03601193428039551
206,11675,tree + 40% edges,182.5,0.03603172302246094,0.04279756546020508
206,13470,tree + 50% edges,176.5,0.03923463821411133,0.05109238624572754
206,14827,tree + 60% edges,171.5,0.04762768745422363,0.08293938636779785
206,15951,tree + 70% edges,176.0,0.03856396675109863,0.05904436111450195
206,16879,tree + 80% edges,183.0,0.04284238815307617,0.06850790977478027
206,17699,tree + 90% edges,170.5,0.039917707443237305,0.09518074989318848
217,23436,complete,1051,0.05828356742858887,0.1257326602935791
217,216,tree,1051,0.03877544403076172,0.05253720283508301
217,4402,tree + 10% edges,389.0,0.045096635818481445,0.026027202606201172
217,7875,tree + 20% edges,226.0,0.057680368423461914,0.031400442123413086
217,10773,tree + 30% edges,186.0,0.03794598579406738,0.044943809509277344
217,12973,tree + 40% edges,192.0,0.04129815101623535,0.049947261810302734
217,14985,tree + 50% edges,189.0,0.04283475875854492,0.0562129020690918
217,16379,tree + 60% edges,170.0,0.04492783546447754,0.06303024291992188
217,17713,tree + 70% edges,168.5,0.04438972473144531,0.06953239440917969
217,18779,tree + 80% edges,184.5,0.04667377471923828,0.06897711753845215
217,19705,tree + 90% edges,185.5,0.04948711395263672,0.07805228233337402
231,26565,complete,1082,0.0899057388305664,0.1541595458984375
231,230,tree,1082,0.04877972602844238,0.06592941284179688
231,4977,tree + 10% edges,386.0,0.04760456085205078,0.03651690483093262
231,8925,tree + 20% edges,224.0,0.05124545097351074,0.035906314849853516
231,12054,tree + 30% edges,226.5,0.04640364646911621,0.04950118064880371
231,14745,tree + 40% edges,188.0,0.047000885009765625,0.06937456130981445
231,16890,tree + 50% edges,192.5,0.0687553882598877,0.0716404914855957
231,18685,tree + 60% edges,172.0,0.055136680603027344,0.07526063919067383
231,20074,tree + 70% edges,200.0,0.05173778533935547,0.08175516128540039
231,21245,tree + 80% edges,203.0,0.06474423408508301,0.08135485649108887
231,22171,tree + 90% edges,182.0,0.057639122009277344,0.08573746681213379
291,42195,complete,1276,0.14768457412719727,0.24291324615478516
291,290,tree,1276,0.0945286750793457,0.10912275314331055
291,7891,tree + 10% edges,387.5,0.07116055488586426,0.04571032524108887
291,14133,tree + 20% edges,269.0,0.0690915584564209,0.07420659065246582
291,19186,tree + 30% edges,223.5,0.07366371154785156,0.07574987411499023
291,23235,tree + 40% edges,214.0,0.07851004600524902,0.09308838844299316
291,26749,tree + 50% edges,219.0,0.08327770233154297,0.12423396110534668
291,29546,tree + 60% edges,200.5,0.09910750389099121,0.11114668846130371
291,31899,tree + 70% edges,204.0,0.0900728702545166,0.1405658721923828
291,33767,tree + 80% edges,204.5,0.0944206714630127,0.13765859603881836
291,35324,tree + 90% edges,209.5,0.13785266876220703,0.14470672607421875
226,25425,complete,1136,0.06590008735656738,0.1643202304840088
226,225,tree,1136,0.04359245300292969,0.06246304512023926
226,4821,tree + 10% edges,346.0,0.03972005844116211,0.024643421173095703
226,8580,tree + 20% edges,240.5,0.04240083694458008,0.049783945083618164
226,11621,tree + 30% edges,214.0,0.07215356826782227,0.05166220664978027
226,14152,tree + 40% edges,202.0,0.04765605926513672,0.06043577194213867
226,15998,tree + 50% edges,182.5,0.051122426986694336,0.07640433311462402
226,17751,tree + 60% edges,191.0,0.0832204818725586,0.07931756973266602
226,19298,tree + 70% edges,181.5,0.05388522148132324,0.07347965240478516
226,20380,tree + 80% edges,181.0,0.05290579795837402,0.07865786552429199
226,21321,tree + 90% edges,163.0,0.054526329040527344,0.0805203914642334
250,31125,complete,1135,0.08727884292602539,0.18066644668579102
250,249,tree,1135,0.05154561996459961,0.09584689140319824
250,5847,tree + 10% edges,394.0,0.06757164001464844,0.031079769134521484
250,10418,tree + 20% edges,258.5,0.054846763610839844,0.044336795806884766
250,14120,tree + 30% edges,221.5,0.05548501014709473,0.05622363090515137
250,17310,tree + 40% edges,202.0,0.07920289039611816,0.07387804985046387
250,19822,tree + 50% edges,190.5,0.06283068656921387,0.07886528968811035
250,21780,tree + 60% edges,178.0,0.06226849555969238,0.11011743545532227
250,23521,tree + 70% edges,181.0,0.07143735885620117,0.0933997631072998
250,24974,tree + 80% edges,188.0,0.06321835517883301,0.1430678367614746
250,26076,tree + 90% edges,186.5,0.06787633895874023,0.10987234115600586
221,24310,complete,1104,0.06311869621276855,0.15061569213867188
221,220,tree,1104,0.04100465774536133,0.059755563735961914
221,4608,tree + 10% edges,357.0,0.04050922393798828,0.024045228958129883
221,8194,tree + 20% edges,240.5,0.04287123680114746,0.034832000732421875
221,11048,tree + 30% edges,222.5,0.05192208290100098,0.0772559642791748
221,13574,tree + 40% edges,174.0,0.046401023864746094,0.06258678436279297
221,15436,tree + 50% edges,166.5,0.045296430587768555,0.05858254432678223
221,17103,tree + 60% edges,178.0,0.07263779640197754,0.09927916526794434
221,18388,tree + 70% edges,191.0,0.04694080352783203,0.07139873504638672
221,19441,tree + 80% edges,195.5,0.05633211135864258,0.07352685928344727
221,20296,tree + 90% edges,184.0,0.05347275733947754,0.07799696922302246
226,25425,complete,1061,0.07259917259216309,0.1768653392791748
226,225,tree,1061,0.04522705078125,0.07046627998352051
226,4798,tree + 10% edges,399.0,0.04939770698547363,0.029253005981445312
226,8573,tree + 20% edges,264.0,0.07128429412841797,0.03629112243652344
226,11592,tree + 30% edges,213.5,0.04352760314941406,0.0474550724029541
226,14100,tree + 40% edges,185.0,0.04733872413635254,0.0550992488861084
226,16131,tree + 50% edges,184.0,0.051813602447509766,0.08086943626403809
226,17805,tree + 60% edges,189.5,0.04935097694396973,0.07119488716125488
226,19163,tree + 70% edges,188.0,0.052786827087402344,0.07271432876586914
226,20361,tree + 80% edges,191.0,0.08090901374816895,0.0845785140991211
226,21217,tree + 90% edges,191.5,0.05914759635925293,0.08056211471557617
234,27261,complete,1064,0.0711677074432373,0.18990373611450195
234,233,tree,1064,0.04683661460876465,0.06242227554321289
234,5131,tree + 10% edges,361.5,0.04306364059448242,0.024488449096679688
234,9145,tree + 20% edges,249.0,0.04939126968383789,0.05130600929260254
234,12494,tree + 30% edges,209.5,0.056349754333496094,0.04927682876586914
234,15108,tree + 40% edges,199.0,0.04967164993286133,0.06069540977478027
234,17347,tree + 50% edges,192.5,0.052832841873168945,0.07594442367553711
234,19117,tree + 60% edges,185.0,0.05783677101135254,0.07703542709350586
234,20545,tree + 70% edges,181.5,0.061661720275878906,0.0795583724975586
234,21784,tree + 80% edges,185.5,0.06572580337524414,0.09003162384033203
234,22728,tree + 90% edges,188.5,0.06304216384887695,0.11649656295776367
275,37675,complete,1222,0.09795665740966797,0.22402429580688477
275,274,tree,1222,0.07339048385620117,0.09125614166259766
275,7064,tree + 10% edges,413.0,0.05678296089172363,0.03474760055541992
275,12633,tree + 20% edges,264.5,0.06647968292236328,0.08311104774475098
275,17186,tree + 30% edges,233.5,0.06734108924865723,0.06734490394592285
275,20882,tree + 40% edges,206.0,0.07221555709838867,0.09097933769226074
275,23931,tree + 50% edges,193.0,0.08693385124206543,0.09372472763061523
275,26408,tree + 60% edges,202.0,0.0730588436126709,0.1144111156463623
275,28547,tree + 70% edges,203.0,0.09317564964294434,0.11332964897155762
275,30151,tree + 80% edges,187.5,0.07750082015991211,0.1421196460723877
